Date,Open,High,Low,Close,Adj Close,Volume
2017-02-03,1085.000000,1200.000000,1065.099976,1069.199951,939.741760,15771762
2017-02-06,1081.000000,1087.800049,1023.099976,1029.199951,904.584900,2199600
2017-02-07,1030.000000,1035.949951,1001.299988,1006.799988,884.897095,1294146
2017-02-08,1013.000000,1034.849976,998.700012,1022.599976,898.784058,1187116
2017-02-09,1025.000000,1028.699951,1007.150024,1010.049988,887.753662,466684
2017-02-10,1014.799988,1024.000000,1003.000000,1005.000000,883.315063,420869
2017-02-13,1009.000000,1010.450012,998.500000,1001.799988,880.502563,503861
2017-02-14,1004.900024,1019.000000,998.000000,1004.000000,882.436157,512893
2017-02-15,1002.000000,1009.900024,977.700012,981.700012,862.836365,444465
2017-02-16,983.000000,987.200012,961.000000,963.900024,847.191528,390176
2017-02-17,971.000000,978.000000,964.000000,967.200012,850.091919,253565
2017-02-20,967.200012,976.400024,963.099976,971.150024,853.563782,199609
2017-02-21,975.000000,994.900024,971.700012,984.250000,865.077454,333947
2017-02-22,982.000000,986.650024,971.299988,974.250000,857.740723,136074
2017-02-23,974.799988,976.750000,965.000000,965.900024,850.389343,120075
2017-02-27,962.000000,968.750000,952.400024,954.099976,840.000366,206918
2017-02-28,955.049988,964.900024,942.000000,946.950012,833.705566,211552
2017-03-01,945.000000,954.000000,932.000000,934.099976,822.392151,242861
2017-03-02,938.599976,942.500000,915.000000,917.200012,807.513245,299819
2017-03-03,915.000000,916.900024,886.500000,890.700012,784.182373,838830
2017-03-06,890.000000,954.750000,890.000000,947.200012,833.925659,1240425
2017-03-07,954.000000,964.799988,936.099976,938.700012,826.442200,470176
2017-03-08,939.900024,943.500000,920.950012,923.849976,813.367920,193077
2017-03-09,923.849976,961.000000,917.349976,944.950012,831.944702,738561
2017-03-10,950.000000,954.900024,932.599976,936.599976,824.593140,193951
2017-03-14,955.000000,960.000000,940.000000,944.950012,831.944702,227271
2017-03-15,946.349976,961.650024,940.099976,945.349976,832.296753,290746
2017-03-16,949.950012,952.299988,943.000000,945.250000,832.208801,127467
2017-03-17,946.200012,958.599976,941.400024,943.900024,831.020203,314643
2017-03-20,950.000000,950.000000,935.000000,938.349976,826.133911,116056
2017-03-21,941.400024,947.000000,936.000000,938.799988,826.530151,211103
2017-03-22,940.000000,940.000000,931.000000,934.400024,822.656372,126858
2017-03-23,938.200012,942.200012,932.750000,937.599976,825.473572,130766
2017-03-24,939.599976,953.299988,936.000000,945.049988,832.032715,303936
2017-03-27,945.650024,948.000000,934.150024,935.750000,823.844910,131550
2017-03-28,938.900024,943.950012,936.200012,939.250000,826.926331,92227
2017-03-29,939.650024,972.000000,937.000000,951.349976,837.579285,499299
2017-03-30,958.049988,971.049988,955.049988,966.700012,851.093567,291000
2017-03-31,967.799988,981.000000,965.049988,977.650024,860.734131,276768
2017-04-03,984.000000,987.700012,975.099976,977.450012,860.557983,129583
2017-04-05,985.799988,991.000000,978.000000,979.400024,862.274902,154857
2017-04-06,980.000000,980.900024,968.099976,970.799988,854.703369,71641
2017-04-07,970.000000,1004.400024,966.000000,991.950012,873.323975,258530
2017-04-10,995.000000,1034.949951,995.000000,1030.099976,906.911682,532872
2017-04-11,1035.000000,1051.000000,1018.049988,1043.650024,918.841309,343038
2017-04-12,1046.000000,1054.800049,1025.099976,1047.699951,922.406860,280190
2017-04-13,1040.000000,1050.000000,1026.000000,1029.599976,906.471436,141067
2017-04-17,1025.000000,1028.949951,1008.000000,1011.450012,890.492065,146038
2017-04-18,1019.000000,1019.000000,996.349976,997.750000,878.430359,101457
2017-04-19,1004.000000,1014.000000,988.000000,1000.299988,880.675415,129689
2017-04-20,1005.700012,1017.599976,1000.099976,1010.900024,890.007751,88934
2017-04-21,1011.200012,1017.650024,1003.049988,1010.400024,889.567505,90311
2017-04-24,1011.000000,1015.049988,1005.650024,1009.750000,888.995361,191329
2017-04-25,1012.000000,1014.299988,1000.049988,1005.200012,884.989502,91184
2017-04-26,1010.000000,1017.000000,1003.500000,1009.549988,888.819275,127199
2017-04-27,1010.000000,1012.000000,1005.450012,1007.799988,887.278503,58177
2017-04-28,1011.000000,1015.000000,996.849976,1004.450012,884.329163,60260
2017-05-02,1005.799988,1022.000000,1002.000000,1004.250000,884.153015,106562
2017-05-03,1006.099976,1009.500000,998.000000,1002.750000,882.832458,85654
